date,state,checkins,unique_ind,unique_loc
2021-01-07,Perlis,176701,109943,8429
2021-01-07,Pulau Pinang,1260785,581175,46187
2021-01-07,Sabah,934632,365313,35741
2021-01-07,Sarawak,1308350,502618,38122
2021-01-07,Selangor,4325253,2069478,136881
2021-01-07,Terengganu,242018,132163,13891
2021-01-07,W.P. KualaLumpur,3653170,1666196,94450
2021-01-07,W.P. Labuan,59770,26608,1900
2021-01-07,W.P. Putrajaya,216824,126019,2653
2021-01-08,Johor,2132147,926027,81908
2021-01-08,Kedah,748212,383097,26356
2021-01-08,Kelantan,205610,121311,9425
2021-01-08,Melaka,645515,284218,22528
2021-01-08,Negeri Sembilan,671256,328194,23839
2021-01-08,Pahang,662364,295462,24631
2021-01-08,Perak,1296937,579661,51894
2021-01-08,Perlis,194479,119019,8265
2021-01-08,Pulau Pinang,1394242,618716,46679
2021-01-08,Sabah,977001,377088,36030
2021-01-08,Sarawak,1403981,527610,39105
2021-01-08,Selangor,4503383,2134141,136334
2021-01-08,Terengganu,192443,113185,7523
2021-01-08,W.P. KualaLumpur,3847464,1727045,94713
2021-01-08,W.P. Labuan,59757,25366,1856
2021-01-08,W.P. Putrajaya,242576,138861,2630
2021-01-09,Johor,2221649,936042,76423
2021-01-09,Kedah,825328,419169,31948
2021-01-09,Kelantan,251592,140820,15006
2021-01-09,Melaka,716354,305637,20518
2021-01-09,Negeri Sembilan,728713,349805,21466
2021-01-09,Pahang,681713,296748,22090
2021-01-09,Perak,1382787,604807,47700
2021-01-09,Perlis,195510,115443,7425
2021-01-09,Pulau Pinang,1463205,617257,40923
2021-01-09,Sabah,1014841,374937,32247
2021-01-09,Sarawak,1456029,526007,34616
2021-01-09,Selangor,4868580,2174129,116820
2021-01-09,Terengganu,246529,133419,12083
2021-01-09,W.P. KualaLumpur,3920972,1699506,77901
2021-01-09,W.P. Labuan,57766,24107,1544
2021-01-09,W.P. Putrajaya,237878,135266,1827
2021-01-10,Johor,1964067,856184,59645
2021-01-10,Kedah,854524,431659,32363
2021-01-10,Kelantan,251516,142994,17078
2021-01-10,Melaka,650873,284473,14892
2021-01-10,Negeri Sembilan,692226,337431,15982
2021-01-10,Pahang,655974,289987,16824
2021-01-10,Perak,1246467,569784,33639
2021-01-10,Perlis,161508,96759,5037
2021-01-10,Pulau Pinang,1279809,559073,28418
2021-01-10,Sabah,933192,350306,23950
2021-01-10,Sarawak,1334106,495907,25887
2021-01-10,Selangor,4517219,2047516,83582
2021-01-10,Terengganu,245869,135253,14188
2021-01-10,W.P. KualaLumpur,3640235,1613097,58010
2021-01-10,W.P. Labuan,50774,22263,1156
2021-01-10,W.P. Putrajaya,244531,139718,1633
2021-01-11,Johor,2144434,931533,83372
2021-01-11,Kedah,752881,393148,34876
2021-01-11,Kelantan,239028,135636,17613
2021-01-11,Melaka,610183,270818,22076
2021-01-11,Negeri Sembilan,639212,313503,23368
2021-01-11,Pahang,675226,301294,26464
2021-01-11,Perak,1239549,558963,50825
2021-01-11,Perlis,181143,111643,8498
2021-01-11,Pulau Pinang,1337917,600612,46003
2021-01-11,Sabah,900147,359604,34577
2021-01-11,Sarawak,1205126,487669,39157
2021-01-11,Selangor,4440272,2111257,134466
2021-01-11,Terengganu,239233,131533,14572
2021-01-11,W.P. KualaLumpur,3729778,1692938,93227
2021-01-11,W.P. Labuan,57551,26436,1822
2021-01-11,W.P. Putrajaya,223032,130821,2654
2021-01-12,Johor,2387823,995526,86194
2021-01-12,Kedah,780159,408691,34882
2021-01-12,Kelantan,255335,144722,17886
2021-01-12,Melaka,658265,285390,22670
2021-01-12,Negeri Sembilan,666573,328220,23745
2021-01-12,Pahang,714035,320537,27506
2021-01-12,Perak,1269497,573267,51714
2021-01-12,Perlis,186903,116839,8661
2021-01-12,Pulau Pinang,1456427,633082,47111
2021-01-12,Sabah,1094520,413015,35767
2021-01-12,Sarawak,1188474,483320,39436
2021-01-12,Selangor,5046059,2304064,139181
2021-01-12,Terengganu,263861,143350,14967
2021-01-12,W.P. KualaLumpur,4179019,1832643,95946
2021-01-12,W.P. Labuan,71835,29478,1931
2021-01-12,W.P. Putrajaya,255793,147274,2658
2021-01-13,Johor,1115240,609220,66113
2021-01-13,Kedah,689585,352429,35105
2021-01-13,Kelantan,211100,120286,17734
2021-01-13,Melaka,284531,160923,16658
2021-01-13,Negeri Sembilan,604618,275148,23901
2021-01-13,Pahang,654404,284303,28160
2021-01-13,Perak,1135544,500852,51592
2021-01-13,Perlis,143256,88186,8089
2021-01-13,Pulau Pinang,718676,408279,35885
2021-01-13,Sabah,442677,224634,23497
2021-01-13,Sarawak,1073036,444367,38618
2021-01-13,Selangor,2490160,1393915,108365
2021-01-13,Terengganu,242784,130678,15471
2021-01-13,W.P. KualaLumpur,1939265,1061017,70304
2021-01-13,W.P. Labuan,31375,17037,1484
2021-01-13,W.P. Putrajaya,101586,67765,1920
2021-01-14,Johor,1191667,637331,68961
2021-01-14,Kedah,689464,353549,35316
2021-01-14,Kelantan,232506,129472,18384
2021-01-14,Melaka,301005,168519,17525
2021-01-14,Negeri Sembilan,524714,246652,17872
2021-01-14,Pahang,658794,289027,28612
2021-01-14,Perak,1073008,488562,51382
2021-01-14,Perlis,142694,88891,8274
2021-01-14,Pulau Pinang,750126,419406,37582
2021-01-14,Sabah,497566,243996,26159
2021-01-14,Sarawak,1052095,441681,37848
2021-01-14,Selangor,2650041,1465584,113723
2021-01-14,Terengganu,258690,136998,15930
2021-01-14,W.P. KualaLumpur,2048375,1116925,73804
2021-01-14,W.P. Labuan,32155,17063,1443
2021-01-14,W.P. Putrajaya,112736,74419,2051
2021-01-15,Johor,1169996,628410,66074
2021-01-15,Kedah,640269,333287,25851
2021-01-15,Kelantan,193994,113929,10418
2021-01-15,Melaka,306302,170130,17622
2021-01-15,Negeri Sembilan,633432,293753,24092
2021-01-15,Pahang,708395,305888,28930
2021-01-15,Perak,1168229,518859,51769
2021-01-15,Perlis,147199,90749,8042
2021-01-15,Pulau Pinang,763342,425335,37747
2021-01-15,Sabah,551083,262012,27491
2021-01-15,Sarawak,1194151,478519,39368
2021-01-15,Selangor,2753178,1509118,115572
2021-01-15,Terengganu,189210,110854,8377
2021-01-15,W.P. KualaLumpur,2126940,1157510,75337
2021-01-15,W.P. Labuan,34386,17641,1485
2021-01-15,W.P. Putrajaya,116424,77117,2046
2021-01-16,Johor,1194514,623021,62116
2021-01-16,Kedah,699938,350689,31513
2021-01-16,Kelantan,132575,84183,12806
2021-01-16,Melaka,291705,161822,15416
2021-01-16,Negeri Sembilan,628695,281467,21521
2021-01-16,Pahang,700148,294629,25606
2021-01-16,Perak,1210071,517013,48004
2021-01-16,Perlis,139349,82090,7123
2021-01-16,Pulau Pinang,745211,403662,32560
2021-01-16,Sabah,467148,224935,23625
2021-01-16,Sarawak,1172321,447672,33454
2021-01-16,Selangor,2808934,1478515,97399
2021-01-16,Terengganu,256523,131989,13971
2021-01-16,W.P. KualaLumpur,2019755,1089406,60764
2021-01-16,W.P. Labuan,29335,15323,1131
2021-01-16,W.P. Putrajaya,117725,79320,1358
2021-01-17,Johor,1194251,614668,50566
2021-01-17,Kedah,722663,360263,32863
2021-01-17,Kelantan,153746,94855,15077
2021-01-17,Melaka,238396,138785,10337
2021-01-17,Negeri Sembilan,530232,248743,15774
2021-01-17,Pahang,584113,260998,18641
2021-01-17,Perak,1036309,466205,33362
2021-01-17,Perlis,107617,65009,4787
2021-01-17,Pulau Pinang,616899,346369,21399
2021-01-17,Sabah,349166,177330,14460
2021-01-17,Sarawak,1109965,427206,24476
2021-01-17,Selangor,2379782,1285038,65712
2021-01-17,Terengganu,265747,138826,16756
2021-01-17,W.P. KualaLumpur,1680208,952753,42188
2021-01-17,W.P. Labuan,24967,13448,793
2021-01-17,W.P. Putrajaya,115061,77896,1162
2021-01-18,Johor,1289187,673723,73145
2021-01-18,Kedah,685613,356843,35283
2021-01-18,Kelantan,151481,93910,15401
2021-01-18,Melaka,325129,177350,18322
2021-01-18,Negeri Sembilan,600834,283763,23776
2021-01-18,Pahang,689997,301868,29848
2021-01-18,Perak,1165972,517159,51934
2021-01-18,Perlis,145748,90441,8423
2021-01-18,Pulau Pinang,814946,441341,39168
2021-01-18,Sabah,522870,254903,27747
2021-01-18,Sarawak,1088347,451580,38366
2021-01-18,Selangor,2788956,1519050,118889
2021-01-18,Terengganu,271732,141591,17192
2021-01-18,W.P. KualaLumpur,2170906,1168151,77234
2021-01-18,W.P. Labuan,33251,17683,1473
2021-01-18,W.P. Putrajaya,117800,77596,2156
2021-01-19,Johor,1342629,693049,75639
2021-01-19,Kedah,713690,367417,35961
2021-01-19,Kelantan,161208,98662,16084
2021-01-19,Melaka,326022,178842,18703
2021-01-19,Negeri Sembilan,437929,232984,22158
2021-01-19,Pahang,723818,310164,30634
2021-01-19,Perak,1199776,527524,53301
2021-01-19,Perlis,153003,94001,8601
2021-01-19,Pulau Pinang,833006,449459,39873
2021-01-19,Sabah,578523,271631,29191
2021-01-19,Sarawak,1120771,460982,39397
2021-01-19,Selangor,2823663,1532801,120848
2021-01-19,Terengganu,306944,153836,17957
2021-01-19,W.P. KualaLumpur,2213759,1188040,78742
2021-01-19,W.P. Labuan,38229,19159,1572
2021-01-19,W.P. Putrajaya,119500,77944,2196
2021-01-20,Johor,1366444,702823,77063
2021-01-20,Kedah,824165,401491,37674
2021-01-20,Kelantan,166538,101487,16485
2021-01-20,Melaka,338207,183231,18957
2021-01-20,Negeri Sembilan,479635,245489,23041
2021-01-20,Pahang,834587,335948,32204
2021-01-20,Perak,1402581,571934,55333
2021-01-20,Perlis,169940,99310,8971
2021-01-20,Pulau Pinang,844617,456017,40374
2021-01-20,Sabah,576544,272520,30146
2021-01-20,Sarawak,1105633,453585,39792
2021-01-20,Selangor,2885768,1559643,122650
2021-01-20,Terengganu,362574,173275,19194
2021-01-20,W.P. KualaLumpur,2254341,1216253,79687
2021-01-20,W.P. Labuan,37843,19134,1593
2021-01-20,W.P. Putrajaya,121439,79850,2230
2021-01-21,Johor,1347818,698542,76743
2021-01-21,Kedah,881737,422821,38319
2021-01-21,Kelantan,179786,107750,16668
2021-01-21,Melaka,342545,185070,19134
2021-01-21,Negeri Sembilan,489373,250009,23262
2021-01-21,Pahang,894978,354607,32782
2021-01-21,Perak,1461687,591825,56077
2021-01-21,Perlis,178357,103335,9106
2021-01-21,Pulau Pinang,853068,458258,40514
2021-01-21,Sabah,563604,267676,29407
2021-01-21,Sarawak,1117585,462382,39933
2021-01-21,Selangor,2921265,1573995,122467
2021-01-21,Terengganu,404183,187020,19577
2021-01-21,W.P. KualaLumpur,2298618,1239665,79679
2021-01-21,W.P. Labuan,37998,19328,1561
2021-01-21,W.P. Putrajaya,126239,82308,2285
2021-01-22,Johor,1334999,682806,73095
2021-01-22,Kedah,418863,250071,22659
2021-01-22,Kelantan,126728,80716,8932
2021-01-22,Melaka,357246,188315,19363
2021-01-22,Negeri Sembilan,437798,232938,22056
2021-01-22,Pahang,482337,238798,27813
2021-01-22,Perak,786018,399497,46221
2021-01-22,Perlis,125601,82151,7842
2021-01-22,Pulau Pinang,871703,457410,40586
2021-01-22,Sabah,629124,287689,30772
2021-01-22,Sarawak,1168615,473773,40542
2021-01-22,Selangor,2961963,1577447,122726
2021-01-22,Terengganu,115994,73828,7569
2021-01-22,W.P. KualaLumpur,2301931,1225118,79718
2021-01-22,W.P. Labuan,39944,19814,1573
2021-01-22,W.P. Putrajaya,128518,82765,2236
2021-01-23,Johor,1401419,690095,69200
2021-01-23,Kedah,515055,284283,29031
2021-01-23,Kelantan,185632,106890,15722
2021-01-23,Melaka,344505,178216,16934
2021-01-23,Negeri Sembilan,436332,221951,19683
2021-01-23,Pahang,441184,219137,24823
2021-01-23,Perak,807289,397663,42768
2021-01-23,Perlis,123130,75629,6942
2021-01-23,Pulau Pinang,827820,426561,34447
2021-01-23,Sabah,605672,268732,26781
2021-01-23,Sarawak,1273013,472021,35285
2021-01-23,Selangor,3062984,1552524,103146
2021-01-23,Terengganu,199624,109212,13580
2021-01-23,W.P. KualaLumpur,2238072,1169107,64412
2021-01-23,W.P. Labuan,38412,18414,1273
2021-01-23,W.P. Putrajaya,127237,84010,1475
2021-01-24,Johor,1399083,684316,56948
2021-01-24,Kedah,572975,309744,30763
2021-01-24,Kelantan,201341,117102,18317
2021-01-24,Melaka,282180,154641,11365
2021-01-24,Negeri Sembilan,376976,197317,13939
2021-01-24,Pahang,408708,205460,18349
2021-01-24,Perak,691339,355378,29079
2021-01-24,Perlis,100353,61535,4812
2021-01-24,Pulau Pinang,713417,377079,22952
2021-01-24,Sabah,547864,244033,18919
2021-01-24,Sarawak,1157283,436517,25055
2021-01-24,Selangor,2674131,1385282,69766
2021-01-24,Terengganu,235863,127812,17174
2021-01-24,W.P. KualaLumpur,1982957,1063169,45412
2021-01-24,W.P. Labuan,31433,15976,883
2021-01-24,W.P. Putrajaya,130802,86301,1268
2021-01-25,Johor,1522372,750583,79075
2021-01-25,Kedah,603744,326211,33916
2021-01-25,Kelantan,213856,121327,18559
2021-01-25,Melaka,410997,206594,19870
2021-01-25,Negeri Sembilan,496109,249566,22795
2021-01-25,Pahang,610129,273700,30861
2021-01-25,Perak,956842,452355,48872
2021-01-25,Perlis,150319,92302,8559
2021-01-25,Pulau Pinang,930366,477417,41228
2021-01-25,Sabah,704962,311135,32413
2021-01-25,Sarawak,1253681,486292,40456
2021-01-25,Selangor,3138917,1647083,124812
2021-01-25,Terengganu,256028,134130,17688
2021-01-25,W.P. KualaLumpur,2506462,1312558,81512
2021-01-25,W.P. Labuan,46649,21692,1659
2021-01-25,W.P. Putrajaya,145210,90604,2323
2021-01-26,Johor,1545451,758734,80189
2021-01-26,Kedah,612255,331042,34130
2021-01-26,Kelantan,207882,119231,18316
2021-01-26,Melaka,394685,202276,20023
2021-01-26,Negeri Sembilan,482893,245431,22825
2021-01-26,Pahang,597629,272900,31234
2021-01-26,Perak,959802,455985,49656
2021-01-26,Perlis,150950,93237,8632
2021-01-26,Pulau Pinang,944343,484460,41700
2021-01-26,Sabah,687994,307740,32525
2021-01-26,Sarawak,1234354,480428,40746
2021-01-26,Selangor,3170692,1661207,126784
2021-01-26,Terengganu,253153,133812,17787
2021-01-26,W.P. KualaLumpur,2525787,1318256,82765
2021-01-26,W.P. Labuan,44941,21261,1656
2021-01-26,W.P. Putrajaya,141516,89066,2338
2021-01-27,Johor,1517455,751912,80423
2021-01-27,Kedah,577902,318790,33700
2021-01-27,Kelantan,200169,116224,18261
2021-01-27,Melaka,396340,202317,20134
2021-01-27,Negeri Sembilan,479058,245851,23014
2021-01-27,Pahang,565903,265654,30883
2021-01-27,Perak,946160,453554,49784
2021-01-27,Perlis,143716,89862,8587
2021-01-27,Pulau Pinang,920543,475680,41799
2021-01-27,Sabah,710488,315899,33628
2021-01-27,Sarawak,1217395,474355,40951
2021-01-27,Selangor,3097607,1636312,126944
2021-01-27,Terengganu,242882,130455,17572
2021-01-27,W.P. KualaLumpur,2476770,1297416,83238
2021-01-27,W.P. Labuan,46901,21825,1712
2021-01-27,W.P. Putrajaya,134610,86881,2341
2021-01-28,Johor,1331459,675260,70417
2021-01-28,Kedah,605354,324082,33418
2021-01-28,Kelantan,206949,119427,17921
2021-01-28,Melaka,385437,198586,20059
2021-01-28,Negeri Sembilan,416489,213482,18679
2021-01-28,Pahang,573684,266713,30766
2021-01-28,Perak,840867,407884,42550
2021-01-28,Perlis,135762,82716,8062
2021-01-28,Pulau Pinang,768970,406742,33660
2021-01-28,Sabah,703534,312615,33635
2021-01-28,Sarawak,1225712,479434,40991
2021-01-28,Selangor,2849555,1467792,96298
2021-01-28,Terengganu,257279,135026,17625
2021-01-28,W.P. KualaLumpur,2129618,1134612,60862
2021-01-28,W.P. Labuan,46750,21772,1656
2021-01-28,W.P. Putrajaya,132849,84980,1401
2021-01-29,Johor,1448165,720893,74640
2021-01-29,Kedah,533147,298933,24454
2021-01-29,Kelantan,143599,89520,9363
2021-01-29,Melaka,398929,204580,19745
2021-01-29,Negeri Sembilan,506008,258227,22476
2021-01-29,Pahang,590999,273667,29987
2021-01-29,Perak,991414,469236,49409
2021-01-29,Perlis,152264,93804,8356
2021-01-29,Pulau Pinang,970646,488516,41551
2021-01-29,Sabah,697044,311372,33396
2021-01-29,Sarawak,1195681,473198,40560
2021-01-29,Selangor,3327488,1715541,126599
2021-01-29,Terengganu,162649,97065,8644
2021-01-29,W.P. KualaLumpur,2668185,1370832,82777
2021-01-29,W.P. Labuan,48909,22423,1683
2021-01-29,W.P. Putrajaya,152885,97711,2260
2021-01-30,Johor,1489769,719516,69830
2021-01-30,Kedah,599913,318263,29846
2021-01-30,Kelantan,197965,112635,15522
2021-01-30,Melaka,383295,192283,17231
2021-01-30,Negeri Sembilan,476806,237622,19622
2021-01-30,Pahang,538955,248641,26000
2021-01-30,Perak,940990,443717,44167
2021-01-30,Perlis,140407,83032,7304
2021-01-30,Pulau Pinang,911004,451728,35259
2021-01-30,Sabah,685977,294539,28667
2021-01-30,Sarawak,1375675,485162,35464
2021-01-30,Selangor,3308172,1648202,104939
2021-01-30,Terengganu,240177,125138,14492
2021-01-30,W.P. KualaLumpur,2436395,1260153,65572
2021-01-30,W.P. Labuan,45476,20299,1279
2021-01-30,W.P. Putrajaya,143978,95247,1487
2021-01-31,Johor,1531689,724978,57379
2021-01-31,Kedah,624527,329728,30474
2021-01-31,Kelantan,201484,116975,17784
2021-01-31,Melaka,315446,165887,11729
2021-01-31,Negeri Sembilan,412140,210239,13748
2021-01-31,Pahang,442699,217120,18043
2021-01-31,Perak,797933,392342,29548
2021-01-31,Perlis,110750,66123,4826
2021-01-31,Pulau Pinang,772942,396360,23501
2021-01-31,Sabah,620779,264491,19803
2021-01-31,Sarawak,1354118,470386,25825
2021-01-31,Selangor,2883309,1463380,70714
2021-01-31,Terengganu,247196,131322,17233
2021-01-31,W.P. KualaLumpur,2137782,1137234,46127
2021-01-31,W.P. Labuan,37936,17743,906
2021-01-31,W.P. Putrajaya,141552,94178,1270
2021-02-01,Johor,1521665,752852,78334
2021-02-01,Kedah,596320,327319,33311
2021-02-01,Kelantan,192448,113406,17674
2021-02-01,Melaka,401806,203626,19927
2021-02-01,Negeri Sembilan,489971,249962,22229
2021-02-01,Pahang,571128,265168,30207
2021-02-01,Perak,997204,468270,49100
2021-02-01,Perlis,152237,93969,8554
2021-02-01,Pulau Pinang,969329,489137,41668
2021-02-01,Sabah,718253,318207,33793
2021-02-01,Sarawak,1254631,485177,40900
2021-02-01,Selangor,3367460,1707423,125069
2021-02-01,Terengganu,245481,131288,17539
2021-02-01,W.P. KualaLumpur,2142826,1165901,61073
2021-02-01,W.P. Labuan,34443,17009,927
2021-02-01,W.P. Putrajaya,120186,79427,1434
2021-02-02,Johor,1513941,751385,79384
2021-02-02,Kedah,590883,325391,33573
2021-02-02,Kelantan,188657,111556,17668
2021-02-02,Melaka,385785,199424,19984
2021-02-02,Negeri Sembilan,459163,240114,22283
2021-02-02,Pahang,561572,263989,30469
2021-02-02,Perak,952473,455951,49531
2021-02-02,Perlis,147614,92104,8575
2021-02-02,Pulau Pinang,946889,484396,42025
2021-02-02,Sabah,698267,313242,33720
2021-02-02,Sarawak,1272338,486913,41411
2021-02-02,Selangor,3193138,1674296,127240
2021-02-02,Terengganu,250417,132566,17708
2021-02-02,W.P. KualaLumpur,2632186,1354849,84139
2021-02-02,W.P. Labuan,47925,22310,1689
2021-02-02,W.P. Putrajaya,144132,92839,2410
2021-02-03,Johor,1537955,757852,79890
2021-02-03,Kedah,600388,329354,34089
2021-02-03,Kelantan,189701,110997,17563
2021-02-03,Melaka,393339,201560,20197
2021-02-03,Negeri Sembilan,466037,242090,22535
2021-02-03,Pahang,571015,266408,30859
2021-02-03,Perak,971750,460366,49694
2021-02-03,Perlis,149962,92911,8728
2021-02-03,Pulau Pinang,952625,487054,42121
2021-02-03,Sabah,680618,308835,33854
2021-02-03,Sarawak,1229800,473974,40924
2021-02-03,Selangor,3189467,1672900,127833
2021-02-03,Terengganu,253101,133779,18035
2021-02-03,W.P. KualaLumpur,2601502,1343321,84313
2021-02-03,W.P. Labuan,45573,21717,1688
2021-02-03,W.P. Putrajaya,140442,91429,2379
2021-02-04,Johor,1565059,765376,79807
2021-02-04,Kedah,624213,336771,34560
2021-02-04,Kelantan,199798,116083,17800
2021-02-04,Melaka,398015,202776,20343
2021-02-04,Negeri Sembilan,474897,245343,22768
2021-02-04,Pahang,584653,270767,31083
2021-02-04,Perak,993154,466967,50104
2021-02-04,Perlis,155412,95658,8817
2021-02-04,Pulau Pinang,973901,492968,42349
2021-02-04,Sabah,733983,322368,34556
2021-02-04,Sarawak,1211762,476865,40605
2021-02-04,Selangor,3273818,1701574,128193
2021-02-04,Terengganu,266687,138898,18162
2021-02-04,W.P. KualaLumpur,2671204,1372451,84494
2021-02-04,W.P. Labuan,48639,22554,1690
2021-02-04,W.P. Putrajaya,141868,92764,2406
2021-02-05,Johor,1586238,766290,78240
2021-02-05,Kedah,579617,316893,26426
2021-02-05,Kelantan,146949,90861,9572
2021-02-05,Melaka,423024,211695,20798
2021-02-05,Negeri Sembilan,512402,261492,23603
2021-02-05,Pahang,614285,281690,31309
2021-02-05,Perak,1036935,483502,51578
2021-02-05,Perlis,165735,99504,8904
2021-02-05,Pulau Pinang,1028968,509273,44250
2021-02-05,Sabah,748949,326950,35428
2021-02-05,Sarawak,1313767,500145,41445
2021-02-05,Selangor,3440899,1762345,132760
2021-02-05,Terengganu,173273,101296,9340
2021-02-05,W.P. KualaLumpur,2825126,1424264,87679
2021-02-05,W.P. Labuan,51127,23255,1750
2021-02-05,W.P. Putrajaya,159307,103290,2422
2021-02-06,Johor,1681464,773566,73813
2021-02-06,Kedah,654665,339201,32240
2021-02-06,Kelantan,208607,117259,16517
2021-02-06,Melaka,402732,197941,18397
2021-02-06,Negeri Sembilan,511248,248239,20886
2021-02-06,Pahang,589509,262362,27797
2021-02-06,Perak,1029350,469271,46778
2021-02-06,Perlis,158473,90353,7954
2021-02-06,Pulau Pinang,1039185,488088,38803
2021-02-06,Sabah,776481,320568,31594
2021-02-06,Sarawak,1460150,503045,36054
2021-02-06,Selangor,3612691,1751276,111911
2021-02-06,Terengganu,260811,133148,15832
2021-02-06,W.P. KualaLumpur,2675470,1341143,70678
2021-02-06,W.P. Labuan,48765,21927,1431
2021-02-06,W.P. Putrajaya,157246,103802,1558
2021-02-07,Johor,1737320,782608,62528
2021-02-07,Kedah,693133,356214,33527
2021-02-07,Kelantan,215901,123430,19054
2021-02-07,Melaka,343155,175511,12887
2021-02-07,Negeri Sembilan,443014,221738,15044
2021-02-07,Pahang,506022,235771,20094
2021-02-07,Perak,890914,423754,32530
2021-02-07,Perlis,128386,73908,5571
2021-02-07,Pulau Pinang,900480,436257,26807
2021-02-07,Sabah,708619,292054,22848
2021-02-07,Sarawak,1396741,478089,26137
2021-02-07,Selangor,3240690,1582657,78161
2021-02-07,Terengganu,280821,144509,19288
2021-02-07,W.P. KualaLumpur,2418608,1235632,50992
