cluster,state,district,date_announced,date_last_onset,category,status,cases_new,cases_total,cases_active,tests,icu,deaths,recovered,summary_bm,summary_en
Kluster Batu Sepuluh Lekir,8,"Manjung, Perak Tengah, Hilir Perak",2022-01-19,2022-01-30,workplace,ended,0,47,0,49,0,0,47,"Kluster Ini Melibatkan Pekerja-Pekerja Di Sebuah Kilang Yang Terletak Di Batu 10, Lekir, Manjung. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan, Berumur 25 Tahun, Warganegara Malaysia Yang Dilaporkan Positif Covid-19 Pada 15 Januari 2022 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 10 Januari 2022.","This Cluster Involves Workers In A Factory Located At Batu 10, Lekir, Manjung. The Index Case For This Cluster Is A Female, 25 Years Old, Malaysian Citizen Who Reported Positive For Covid-19 On 15 January 2022 As A Result Of Symptomatic Screening. The Case Began To Unfold On January 10, 2022."
Kluster Jalan Pertukangan,12,Sandakan,2022-01-19,2022-02-04,education,ended,0,175,0,333,0,0,175,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Pertukangan, Sandakan. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki Berumur 16 Tahun, Warganegara Malaysia Yang Dilaporkan Positif Covid-19 Pada 17 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 16 Januari 2022","This Cluster Involves Students At An Educational Institution Located At Jalan Pertukangan, Sandakan. The Index Case For This Cluster Is A 16-Year-Old Male, Malaysian Citizen Who Reported Positive For Covid-19 On 17 January 2022 As A Result Of Symptomatic Individual Screening. The Case Became Symptomatic On January 16, 2022"
Kluster Dah Sungai Limau,2,"Yan, Pendang, Kota Setar, Kuala Muda, Kulim",2022-01-19,2022-02-04,education,ended,0,99,0,199,0,0,99,"Kluster Ini Dikenalpasti Hasil Saringan Bersasar Melibatkan Pelajar-Pelajar Sebuah Institusi Pendidikan Yang Terletak Di Sungai Limau, Yan.","This Cluster Was Identified As A Result Of Targeted Screening Involving Students Of An Educational Institution Located In Sungai Limau, Yan."
Kluster Dah Sungai Kob,2,Kulim,2022-01-19,2022-02-05,education,ended,0,74,0,109,0,0,74,"Kluster Ini Dikenalpasti Hasil Saringan Bersasar Yang Melibatkan Pelajar - Pelajar Dan Kakitangan Di Sebuah Pusat Pendidikan Yang Terletak Di Sungai Kob, Kulim.","This Cluster Was Identified As A Result Of Targeted Screening Involving Students And Staff At An Educational Center Located In Sungai Kob, Kulim."
Kluster Jalan Sungai Nipah,7,Barat Daya,2022-01-19,2022-02-13,education,ended,0,377,0,654,0,0,377,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Sungai Nipah, Barat Daya. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki, Berumur 14 Tahun, Warganegara Malaysia Yang Dilaporkan Positif Covid-19 Pada 14 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Demam Pada 11 Januari 2022.","This Cluster Involves Students At An Educational Institution Located At Jalan Sungai Nipah, Southwest. The Index Case For This Cluster Was A 14-Year-Old Man, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 14 January 2022 As A Result Of Symptomatic Individual Screening. The Case Started With Fever On 11 January 2022."
Kluster Jalan Bedena 2/6,10,Sabak Bernam,2022-01-19,2022-02-18,education,ended,0,13,0,14,0,0,13,"Kluster Ini Dikenalpasti Hasil Saringan Bersasar Melibatkan Kakitangan Dan Pelajar-Pelajar Sebuah Institusi Pendidikan Yang Terletak Di Jalan Bedena 2/6, Sabak Bernam.","This Cluster Was Identified As A Result Of Targeted Screening Involving Staff And Students Of An Educational Institution Located At Jalan Bedena 2/6, Sabak Bernam."
Kluster Jalan Bagan 2,10,"Sabak Bernam, Sepang, Gombak",2022-01-19,2022-02-22,education,ended,0,66,0,101,0,0,66,"Kluster Ini Merupakan Kluster Berulang Kali Kedua Dan Hasil Saringan Bersasar Yang Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Bagan Terap, Sabak Bernam.","This Cluster Is The Second Recurring Cluster And The Result Of A Targeted Screening Involving Students At An Educational Institution Located At Jalan Bagan Terap, Sabak Bernam."
Kluster Industri Lot 80,4,"Melaka Tengah, Jasin, Alor Gajah",2022-01-19,2022-03-21,workplace,ended,0,253,0,474,0,0,253,"Kluster Ini Melibatkan Pekerja-Pekerja Sebuah Kilang Yang Terletak Di Lot 80, Ayer Keroh Industrial Estate, Melaka Tengah. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan, Berumur 29 Tahun, Warganegara Malaysia Yang Dilaporkan Positif Covid-19 Pada 5 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 31 Disember 2021.","This Cluster Involves Employees Of A Factory Located In Lot 80, Ayer Keroh Industrial Estate, Central Melaka. The Index Case For This Cluster Was A Woman, 29 Years Old, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 5 January 2022 As A Result Of Symptomatic Individual Screening. The Case Became Symptomatic On 31 December 2021."
Kluster Industri Jalan Seelong Tujuh,1,Kulai,2022-01-20,2022-01-19,workplace,ended,0,8,0,147,0,0,8,"Kluster Ini Melibatkan Pekerja-Pekerja Sebuah Kilang Yang Terletak Di Km7 Jalan Seelong Senai, Senai, Kulai. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki, Warganegara Nepal, Berumur 24 Tahun Yang Dilaporkan Positif Covid-19 Pada 20 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 13 Januari 2022.","This Cluster Involves Workers Of A Factory Located At Km7 Jalan Seelong Senai, Senai, Kulai. The Index Case For This Cluster Was A Man, A 24-Year-Old Nepalese Citizen Who Reported Positive For Covid-19 On January 20, 2022 As A Result Of Symptomatic Individual Screening. Case Became Symptomatic On January 13, 2022."
Kluster Jalan Berapit,7,Seberang Perai Tengah,2022-01-20,2022-01-21,education,ended,0,21,0,79,0,0,21,"Kluster Ini Melibatkan Pelajar-Pelajar Dan Kakitangan Sebuah Institusi Pendidikan Yang Terletak Di Jalan Berapit, Seberang Perai Tengah. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 23 Tahun Yang Dilaporkan Positif Covid-19 Pada 14 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 10 Januari 2022.","This Cluster Involves Students And Staff Of An Educational Institution Located In Jalan Berapit, Seberang Perai Tengah. The Index Case For This Cluster Was A Man, A Malaysian Citizen, Aged 23 Years Who Reported Positive For Covid-19 On 14 January 2022 As A Result Of Symptomatic Individual Screening. Case Became Symptomatic On January 10, 2022."
Kluster Persiaran Kempas Baru 3,1,Johor Bahru,2022-01-20,2022-01-21,highRisk,ended,0,36,0,39,0,0,36,"Kluster Ini Merupakan Kluster Berulang Kali Ketiga Yang Melibatkan Kakitangan Dan Pesakit-Pesakit Di Sebuah Pusat Kesihatan Yang Terletak Di Persiaran Kempas Baru, Kempas Banjaran, Johor Bahru. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan, Warganegara Malaysia, Berumur 71 Tahun Yang Dilaporkan Positif Covid-19 Pada 20 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 13 Januari 2022.","This Cluster Is The Third Recurring Cluster Involving Staff And Patients At A Health Center Located At Persiaran Kempas Baru, Kempas Banjaran, Johor Bahru. The Index Case For This Cluster Was A 71-Year-Old Female, Malaysian Citizen Who Reported Positive For Covid-19 On 20 January 2022 As A Result Of Symptomatic Individual Screening. Case Became Symptomatic On January 13, 2022."
Kluster Jalan Petri Lima,1,Johor Bahru,2022-01-20,2022-01-21,workplace,ended,0,9,0,102,0,0,9,"Kluster Ini Melibatkan Kakitangan Sebuah Pusat Kesenian Yang Terletak Di Jalan Petri 5/1, Kampung Bahru, Johor Bahru. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan, Warganegara Malaysia, Berumur 34 Tahun Yang Dilaporkan Positif Covid-19 Pada 15 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 6 Januari 2022.","This Cluster Involves The Staff Of An Arts Center Located At Jalan Petri 5/1, Kampung Bahru, Johor Bahru. The Index Case For This Cluster Was A Woman, A Malaysian Citizen, Aged 34 Years Who Reported Positive For Covid-19 On 15 January 2022 As A Result Of Symptomatic Individual Screening. Case Became Symptomatic On January 6, 2022."
Kluster Pandan Pandan,12,Putatan,2022-01-20,2022-01-22,education,ended,0,22,0,38,0,0,22,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Pusat Pendidikan Yang Terletak Di Lorong Pasir Putih 16, Kampung Pandan Pandan, Putatan. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 53 Tahun Yang Dilaporkan Positif Covid-19 Bermula Pada 19 Januari 2022 Dan Dikenalpasti Melalui Saringan Individu Bergejala. Kes Mula Bergejala Pada 17 Januari 2022.","This Cluster Involves Students At An Educational Center Located At Lorong Pasir Putih 16, Kampung Pandan Pandan, Putatan. The Index Case For This Cluster Was A Man, Malaysian Citizen, Aged 53 Years Who Reported Positive For Covid-19 Starting On 19 January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On January 17, 2022."
Kluster Kota Gopeng,8,Kampar,2022-01-20,2022-01-24,education,ended,0,15,0,15,0,0,15,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Kota Bharu, Gopeng. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan, Warganegara Malaysia, Berumur 20 Tahun Yang Dilaporkan Positif Covid-19 Bermula Pada 16 Januari 2022 Dan Dikenalpasti Melalui Saringan Kontak Rapat.","This Cluster Involves Students At An Educational Institution Located At Jalan Kota Bharu, Gopeng. The Index Case For This Cluster Was A 20-Year-Old Female, Malaysian Citizen Who Reported Positive For Covid-19 Starting On 16 January 2022 And Was Identified Through Close Contact Screening."
Kluster Jalan Tun Sambathan,"10,14","Lembah Pantai, Titiwangsa, Hulu Langat, Kuala Selangor, Petaling, Sepang",2022-01-20,2022-01-26,workplace,ended,0,18,0,50,0,0,18,"Kluster Ini Melibatkan Kakitangan Di Sebuah Pusat Perkhidmatan Yang Terletak Di Jalan Tun Sambanthan, Lembah Pantai. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 36 Tahun Yang Dilaporkan Positif Covid-19 Pada 16 Januari 2022 Hasil Saringan Kontak Rapat.","The Cluster Involves Staff At A Service Center Located At Jalan Tun Sambanthan, Lembah Pantai. The Index Case For This Cluster Was A Man, A 36-Year-Old Malaysian Citizen Who Was Reported Positive For Covid-19 On 16 January 2022 As A Result Of Close Contact Screening."
Kluster Jalan Bukit Merbau,3,"Pasir Puteh, Kota Bharu",2022-01-20,2022-01-27,education,ended,0,21,0,266,0,0,21,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Bukit Merbau, Selising, Pasir Puteh. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 19 Tahun Yang Dilaporkan Positif Covid-19 Pada 18 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 15 Januari 2022.","This Cluster Involves Students At An Educational Institution Located At Jalan Bukit Merbau, Selising, Pasir Puteh. The Index Case For This Cluster Was A 19-Year-Old Man, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 18 January 2022 As A Result Of Symptomatic Individual Screening. Case Became Symptomatic On January 15, 2022."
Kluster Jalan Raja Dihilir,8,Kinta,2022-01-20,2022-01-29,education,ended,0,17,0,18,0,0,17,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Pusat Pendidikan Yang Terletak Di Jalan Raja Dihilir, Ipoh, Kinta. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan, Warganegara Malaysia, Berumur 18 Tahun Yang Dilaporkan Positif Covid-19 Pada 18 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 15 Januari 2022.","This Cluster Involves Students At An Educational Center Located At Jalan Raja Dihilir, Ipoh, Kinta. The Index Case For This Cluster Was A Woman, A Malaysian Citizen, Aged 18 Years Who Reported Positive For Covid-19 On 18 January 2022 As A Result Of Symptomatic Individual Screening. Case Became Symptomatic On January 15, 2022."
Kluster Jalan Komersial Ayer Keroh,4,"Melaka Tengah, Jasin",2022-01-20,2022-01-29,workplace,ended,0,34,0,137,0,0,34,"Kluster Ini Melibatkan Kakitangan Sebuah Premis Perniagaan Yang Terletak Di Jalan Komersial, Ayer Keroh, Melaka Tengah. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan, Warganegara Malaysia, Berumur 21 Tahun Yang Dilaporkan Positif Covid-19 Pada 15 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 1 Januari 2022.","This Cluster Involves The Staff Of A Business Premises Located At Jalan Komersial, Ayer Keroh, Melaka Tengah. The Index Case For This Cluster Was A Woman, A Malaysian Citizen, Aged 21 Years Who Reported Positive For Covid-19 On 15 January 2022 As A Result Of Symptomatic Individual Screening. Case Became Symptomatic On January 1, 2022."
Kluster Jalan Kompleks,3,Kota Bharu,2022-01-20,2022-01-30,education,ended,0,32,0,58,0,0,32,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Jalan Kompleks Sekolah-Sekolah, Wakaf Mek Zainab, Kota Bharu. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur  17 Tahun Yang Dilaporkan Positif Covid-19 Pada 15 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 10 Januari 2022.","This Cluster Involves Students Of An Educational Center Located At Jalan Kompleks Sekolah-Sekolah, Wakaf Mek Zainab, Kota Bharu. The Index Case For This Cluster Was A 17-Year-Old Man, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 15 January 2022 As A Result Of Symptomatic Individual Screening. Case Became Symptomatic On January 10, 2022."
Kluster Bukit Panchor,7,Seberang Perai Selatan,2022-01-20,2022-02-02,education,ended,0,131,0,131,0,0,131,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Institusi Pendidikan Yang Terletak Di Bukit Panchor, Nibong Tebal, Seberang Perai Selatan. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 19 Tahun Yang Dilaporkan Positif Covid-19 Pada 18 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 17 Januari 2022.","This Cluster Involves Students Of An Educational Institution Located In Bukit Panchor, Nibong Tebal, Seberang Perai Selatan. The Index Case For This Cluster Was A 19-Year-Old Man, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 18 January 2022 As A Result Of Symptomatic Individual Screening. Case Became Symptomatic On January 17, 2022."
Kluster Seksyen Lima Wangsa Maju,"10,14","Titiwangsa, Cheras, Gombak",2022-01-20,2022-02-02,education,ended,0,13,0,40,0,0,13,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Jalan 8/27A, Wangsa Maju, Titiwangsa. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 17 Tahun Yang Dilaporkan Positif Covid-19 Pada 16 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 14 Januari 2022.","This Cluster Involves Students Of An Education Center Located At Jalan 8/27A, Wangsa Maju, Titiwangsa. The Index Case For This Cluster Was A 17-Year-Old Man, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 16 January 2022 As A Result Of Symptomatic Individual Screening. Case Became Symptomatic On January 14, 2022."
Kluster Bukit Chengkau Ulu,5,Rembau,2022-01-20,2022-02-07,education,ended,0,315,0,776,0,0,315,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Pusat Pendidikan Yang Terletak Di Cengkau Ulu, Rembau. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 15 Tahun Yang Dilaporkan Positif Covid-19 Bermula Pada 20 Januari 2022 Dan Dikenalpasti Melalui Saringan Individu Bergejala. Kes Mula Bergejala Pada 15 Januari 2022.","This Cluster Involves Students At An Educational Center Located In Cengkau Ulu, Rembau. The Index Case For This Cluster Was A 15-Year-Old Male, Malaysian Citizen Who Reported Positive For Covid-19 Starting On 20 January 2022 And Was Identified Through Symptomatic Individual Screening. Case Became Symptomatic On January 15, 2022."
Kluster Dah Teratai Jingga,2,"Kota Setar, Langkawi, Kubang Pasu, Padang Terap, Baling, Pendang, Kuala Muda, Kulim",2022-01-20,2022-02-09,education,ended,0,80,0,143,0,0,80,"Kluster Ini Dikenalpasti Hasil Saringan Bersasar Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Taman Teratai Jingga, Alor Setar, Kota Setar.","This Cluster Was Identified As A Result Of Targeted Screening Involving Students Of An Educational Center Located In Taman Teratai Jingga, Alor Setar, Kota Setar."
Kluster Lorong Banggol Manok,3,"Pasir Mas, Kota Bharu",2022-01-20,2022-03-08,education,ended,0,130,0,271,0,0,130,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Pusat Pendidikan Yang Terletak Di Jalan Hospital Lati, Pasir Mas. Nama Kluster Diambil Bersempena Jalan Berhampiran Iaitu Lorong Banggol Manok. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan, Warganegara Malaysia, Berumur 17 Tahun Yang Dilaporkan Positif Covid-19 Bermula Pada 17 Januari 2022 Dan Dikenalpasti Melalui Saringan Individu Bergejala. Kes Mula Bergejala Pada 14 Januari 2022.","This Cluster Involves Students At An Educational Center Located At Jalan Hospital Lati, Pasir Mas. The Name Of The Cluster Was Taken In Conjunction With The Nearby Road, Lorong Banggol Manok. The Index Case For This Cluster Was A Female, Malaysian Citizen, Aged 17 Years Who Reported Positive For Covid-19 Starting On 17 January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On January 15, 2022."
Kluster Tembok Jelebu 2,5,Jelebu,2022-01-20,2022-03-15,detentionCentre,ended,0,281,0,457,0,0,281,"Kluster Ini Merupakan Kluster Berulang Kali Kedua Yang Melibatkan Tahanan-Tahanan Di Pusat Tahanan Yang Terletak Di Titi, Jelebu. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki, Warganegara Myanmar, Berumur 29 Tahun Yang Dilaporkan Positif Covid-19 Pada 19 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 17 Januari 2022.","This Cluster Is The Second Recurring Cluster Involving Detainees At The Detention Center Located In Titi, Jelebu. The Index Case For This Cluster Was A 29-Year-Old Man, A Myanmar Citizen Who Reported A Positive Covid-19 On 19 January 2022 As A Result Of Symptomatic Individual Screening. Case Became Symptomatic On January 17, 2022."
Kluster Jalan Pantai Bagan,10,Sabak Bernam,2022-01-21,2022-01-20,workplace,ended,0,13,0,20,0,0,13,"Kluster Ini Dikenalpasti Hasil Saringan Bersasar Melibatkan Pekerja-Pekerja Sebuah Kilang Yang Terletak Di Jalan Pantai, Bagan Sekinchan, Sabak Bernam.","This Cluster Was Identified As A Result Of Targeted Screening Involving Workers Of A Factory Located In Jalan Pantai, Bagan Sekinchan, Sabak Bernam."
Kluster Km 4 Jalan Kuala Lumpur Bentong,6,Bentong,2022-01-21,2022-01-22,education,ended,0,36,0,81,0,0,36,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Km 4, Jalan Kuala Lumpur, Bentong. Kes Indeks Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 15 Tahun Yang Dilaporkan Positif Covid-19 Pada 16 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 14 Januari 2022.","This Cluster Involves Students At An Educational Center Located At Km 4, Jalan Kuala Lumpur, Bentong. The Index Case For This Cluster Is A Malaysian Citizen,  15 Years Old Male Who Was Reported Positive For Covid-19  On 16Th January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 14Th January  2022."
Kluster Jalan Pangkal Kalong,3,Kota Bharu,2022-01-21,2022-01-25,education,ended,0,10,0,29,0,0,10,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Jalan Pangkal Kalong, Ketereh, Kota Bharu. Kes Indeks Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 19 Tahun Yang Dilaporkan Positif Covid-19 Pada 18 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 16 Januari 2022.","This Cluster Involves Students At An Educational Center Located At  Jalan Pangkal Kalong, Ketereh, Kota Bharu. The Index Case For This Cluster Is A Malaysian Citizen,  17 Years Old Male Who Was Reported Positive For Covid-19  On 18Th January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 16Th January  2022."
Kluster Simpang Sepayang,6,Rompin,2022-01-21,2022-01-25,education,ended,0,81,0,152,0,0,81,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Berhampiran Kampung Di Simpang Selayang, Kuala Rompin, Rompin. Kes Indeks Merupakan Seorang  Lelaki, Warganegara Malaysia, Berumur 19 Tahun Yang Dilaporkan Positif Covid-19 Pada 12 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 8 Januari 2022.","This Cluster Involves Students At An Educational Center Located Near To A Village In Simpang Selayang, Kuala Rompin, Rompin. The Index Case For This Cluster Is A Malaysian Citizen,  19 Years Old Male Who Was Reported Positive For Covid-19  On 12Th January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 8Th January  2022."
Kluster Tampok Benut,1,"Pontian, Johor Bahru, Segamat",2022-01-21,2022-01-26,education,ended,0,82,0,524,0,0,82,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Kampung Tampok Laut, Benut, Pontian. Kes Indeks Merupakan Seorang Perempuan, Warganegara Malaysia, Berumur 14 Tahun Yang Dilaporkan Positif Covid-19 Pada 21 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 16 Januari 2022.","This Cluster Involves Students At An Educational Center Located At Kampung Tampok Laut, Benut, Pontian. The Index Case For This Cluster Is A Malaysian Citizen,  14 Years Old Female Who Was Reported Positive For Covid-19  On 21St January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 16Th January  2022."
Kluster Bukit Merbah,5,"Seremban, Port Dickson",2022-01-21,2022-01-27,education,ended,0,93,0,183,0,0,93,"Kluster Ini Dikenalpasti Hasil Saringan Bersasar Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Jalan Tuanku Khursiah, Kampung Bukit Merbah, Seremban.","This Cluster Was Identified As A Result Of Targeted Screening Involving Students Of An Educational Center Located In Jalan Tuanku Khursiah, Kampung Bukit Merbah, Seremban."
Kluster Selekoh Batu Empat,10,"Sabak Bernam, Kuala Selangor",2022-01-21,2022-01-29,education,ended,0,34,0,37,0,0,34,"Kluster Ini Dikenalpasti Hasil Saringan Bersasar Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Batu 4, Selekoh Jalan Klang-Teluk Intan, Sabak Bernam.","This Cluster Was Identified As A Result Of Targeted Screening Involving Students Of An Educational Center Located In Batu 4, Selekoh Jalan Klang-Teluk Intan, Sabak Bernam."
Kluster Jalan Empat Teratai,14,Titiwangsa,2022-01-21,2022-01-29,education,ended,0,12,0,68,0,0,12,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Jalan 4/23F, Taman Teratai, Titiwangsa. Kes Indeks Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 20 Tahun Yang Dilaporkan Positif Covid-19 Pada 19 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 16 Januari 2022.","This Cluster Involves Students At An Educational Center Located At Jalan 4/23F, Taman Teratai, Titiwangsa. The Index Case For This Cluster Is A Malaysian Citizen,  20 Years Old Male Who Was Reported Positive For Covid-19  On 19Th January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 16Th January  2022."
Kluster Jalan Pantai Cunningham,5,"Port Dickson, Seremban",2022-01-21,2022-01-31,education,ended,0,93,0,295,0,0,93,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Jalan Pantai Cunningham, Tanjung Ipoh, Port Dickson. Kes Indeks Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 17 Tahun Yang Dilaporkan Positif Covid-19 Pada 21 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 17 Januari 2022.","This Cluster Involves Students At An Educational Center Located At Jalan Pantai Cunningham, Tanjung Ipoh, Port Dickson. The Index Case For This Cluster Is A Malaysian Citizen,  17 Years Old Male Who Was Reported Positive For Covid-19  On 21St January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 17Th January  2022."
Kluster Kampung Tujuh Tumpat,3,Tumpat,2022-01-21,2022-02-05,education,ended,0,77,0,95,0,0,77,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Kampung Tujuh, Jalan Pengkalan Kubor, Tumpat. Kes Indeks Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 16 Tahun Yang Dilaporkan Positif Covid-19 Pada 14 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 11 Januari 2022.","This Cluster Involves Students At An Educational Center At Kampung Tujuh, Jalan Pengkalan Kubor, Tumpat.  The Index Case For This Cluster Is A Malaysian Citizen,  16 Years Old Male Who Was Reported Positive For Covid-19  On 14Th January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 11Th January  2022."
Kluster Paya Utama,5,Port Dickson,2022-01-21,2022-02-08,education,ended,0,134,0,598,0,0,134,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Jalan Kampung Paya Utama, Port Dickson. Kes Indeks Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 17 Tahun Yang Dilaporkan Positif Covid-19 Pada 18 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 18 Januari 2022.","This Cluster Involves Students At An Educational Center Located At Jalan Kampung Paya Utama, Port Dickson. The Index Case For This Cluster Is A Malaysian Citizen,  17 Years Old Male Who Was Reported Positive For Covid-19  On 18Th January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 18Th January  2022."
Kluster Kasturi Sungai Besi,14,"Cheras, Titiwangsa",2022-01-21,2022-03-14,education,ended,0,760,0,1387,0,0,760,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Blok Asrama Kasturi, Kem Perdana Sungai Besi, Cheras. Kes Indeks Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 22 Tahun Yang Dilaporkan Positif Covid-19 Pada 21 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 15 Januari 2022.","This Cluster Involves Students At An Educational Center Located At Blok Asrama Kasturi, Kem Perdana Sungai Besi, Cheras.  The Index Case For This Cluster Is A Malaysian Citizen,  22 Years Old Male Who Was Reported Positive For Covid-19  On 21St January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 15Th January  2022."
